私密頻道 ADULT,#genre#
Nice TV 靖天歡樂台,https://cmtv.netlib.re/channel/6127e044/index.m3u8?q=1763801745704
靖天資訊台,https://cmtv.netlib.re/channel/31bdedfd/index.m3u8?q=1763801745704
TVBS歡樂台,https://cmtv.netlib.re/channel/n9ac3d61/index.m3u8?q=1763801745704
韓國娛樂台 KMTV,https://cmtv.netlib.re/channel/n5b1ffa30/index.m3u8?q=1763801745704
ROCK Entertainment,https://cmtv.netlib.re/channel/n8a6da76/index.m3u8?q=1763801745704
Lifetime 娛樂頻道,https://cmtv.netlib.re/channel/52c36119/index.m3u8?q=1763801745704
電影原聲台CMusic,https://cmtv.netlib.re/channel/n6c82a094/index.m3u8?q=1763801745704
TRACE Urban,https://cmtv.netlib.re/channel/1b81807a/index.m3u8?q=1763801745704
MTV Live HD 音樂頻道,https://cmtv.netlib.re/channel/4cf11185/index.m3u8?q=1763801745704
Mezzo Live HD,https://cmtv.netlib.re/channel/59518c2a/index.m3u8?q=1763801745704
CLASSICA 古典樂,https://cmtv.netlib.re/channel/n6046bdc6/index.m3u8?q=1763801745704
東森購物三台,https://cmtv.netlib.re/channel/296c80ee/index.m3u8?q=1763801745704
INULTRA,https://cmtv.netlib.re/channel/n5dcdf9f6/index.m3u8?q=1763801745704
TRACE Sport Stars,https://cmtv.netlib.re/channel/n220ca143/index.m3u8?q=1763801745704
智林體育台,https://cmtv.netlib.re/channel/n7803a4e8/index.m3u8?q=1763801745704
時尚運動X,https://cmtv.netlib.re/channel/7f80e1d9/index.m3u8?q=1763801745704
車迷TV,https://cmtv.netlib.re/channel/n2ad5fbf4/index.m3u8?q=1763801745704
GINX Esports TV,https://cmtv.netlib.re/channel/n162efbeb/index.m3u8?q=1763801745704
民視旅遊台,https://cmtv.netlib.re/channel/n1a8f6317/index.m3u8?q=1763801745704
滾動力rollor,https://cmtv.netlib.re/channel/7a4bd5c7/index.m3u8?q=1763801745704
亞洲旅遊台,https://cmtv.netlib.re/channel/398a97da/index.m3u8?q=1763801745704
fun探索娛樂台,https://cmtv.netlib.re/channel/54399d87/index.m3u8?q=1763801745704
幸福空間居家台,https://cmtv.netlib.re/channel/n35fc1a2e/index.m3u8?q=1763801745704
Love Nature,https://cmtv.netlib.re/channel/48a35418/index.m3u8?q=1763801745704
History 歷史頻道,https://cmtv.netlib.re/channel/n28129e64/index.m3u8?q=1763801745704
愛爾達生活旅遊台,https://cmtv.netlib.re/channel/n22ef7dc5/index.m3u8?q=1763801745704
LUXE TV Channel,https://cmtv.netlib.re/channel/n1b11f50e/index.m3u8?q=1763801745704
TV5MONDE STYLE HD 生活時尚,https://cmtv.netlib.re/channel/5799ca00/index.m3u8?q=1763801745704
MagellanTV頻道 (麥哲倫頻道) ,https://cmtv.netlib.re/channel/66700db1/index.m3u8?q=1763801745704
公視戲劇,https://cmtv.netlib.re/channel/n46c71fe4/index.m3u8?q=1763801745704
民視影劇台,https://cmtv.netlib.re/channel/n1aae9f08/index.m3u8?q=1763801745704
HITS頻道,https://cmtv.netlib.re/channel/1c18e9d5/index.m3u8?q=1763801745704
八大精彩台,https://cmtv.netlib.re/channel/5836518c/index.m3u8?q=1763801745704
霹靂布袋戲,https://cmtv.netlib.re/channel/4baff5c4/index.m3u8?q=1763801745704
靖天戲劇台,https://cmtv.netlib.re/channel/31175bcb/index.m3u8?q=1763801745704
靖洋戲劇台,https://cmtv.netlib.re/channel/3a2124a9/index.m3u8?q=1763801745704
CI 罪案偵查頻道,https://cmtv.netlib.re/channel/32af2563/index.m3u8?q=1763801745704
視納華仁紀實頻道,https://cmtv.netlib.re/channel/7d9aed64/index.m3u8?q=1763801745704
影迷數位紀實台,https://cmtv.netlib.re/channel/32888672/index.m3u8?q=1763801745704
金光布袋戲,https://cmtv.netlib.re/channel/n204de70b/index.m3u8?q=1763801745704
ROCK Action,https://cmtv.netlib.re/channel/103db674/index.m3u8?q=1763801745704
采昌影劇台,https://cmtv.netlib.re/channel/n176bfc88/index.m3u8?q=1763801745704
靖天映畫,https://cmtv.netlib.re/channel/n27b45285/index.m3u8?q=1763801745704
靖天電影台,https://cmtv.netlib.re/channel/31df12aa/index.m3u8?q=1763801745704
影迷數位電影台,https://cmtv.netlib.re/channel/32ea7b82/index.m3u8?q=1763801745704
amc電影台,https://cmtv.netlib.re/channel/4af2a0e0/index.m3u8?q=1763801745704
CinemaWorld,https://cmtv.netlib.re/channel/n462669fc/index.m3u8?q=1763801745704
My Cinema Europe HD 我的歐洲電影,https://cmtv.netlib.re/channel/n1f83c777/index.m3u8?q=1763801745704
好消息,https://cmtv.netlib.re/channel/n4c8033d9/index.m3u8?q=1763801745704
好消息2台,https://cmtv.netlib.re/channel/n2d42479b/index.m3u8?q=1763801745704
大愛二台,https://cmtv.netlib.re/channel/n43dddaeb/index.m3u8?q=1763801745704
人間衛視,https://cmtv.netlib.re/channel/n47cef12f/index.m3u8?q=1763801745704
NHK WORLD-JAPAN,https://cmtv.netlib.re/channel/7741db7f/index.m3u8?q=1763801745704
FRANCE24 英文台,https://cmtv.netlib.re/channel/n1fde1fac/index.m3u8?q=1763801745704
半島國際新聞台,https://cmtv.netlib.re/channel/n5b606cd7/index.m3u8?q=1763801745704
CNBC Asia 財經台,https://cmtv.netlib.re/channel/n3bdc521/index.m3u8?q=1763801745704
DW德國之聲,https://cmtv.netlib.re/channel/42a396eb/index.m3u8?q=1763801745704
國會頻道1,https://cmtv.netlib.re/channel/n51cbdb5c/index.m3u8?q=1763801745704
國會頻道2,https://cmtv.netlib.re/channel/n51cbdb5b/index.m3u8?q=1763801745704
TVBS綜藝台,https://cmtv.netlib.re/channel/n9646e61/index.m3u8?q=1763801745704
TVBS台劇台,https://cmtv.netlib.re/channel/na071477/index.m3u8?q=1763801745704
經典電影台,https://cmtv.netlib.re/channel/n3ca77c48/index.m3u8?q=1763801745704
經典卡通台,https://cmtv.netlib.re/channel/n3d9f5ceb/index.m3u8?q=1763801745704
精選動漫台,https://cmtv.netlib.re/channel/n2cbb94bd/index.m3u8?q=1763801745704
戲劇免費看 1台,https://cmtv.netlib.re/channel/240febd4/index.m3u8?q=1763801745704
市井豪門-FastTV飛速看,https://cmtv.netlib.re/channel/n660ad01e/index.m3u8?q=1763801745704
中視經典戲劇-FastTV飛速看,https://cmtv.netlib.re/channel/559af1dc/index.m3u8?q=1763801745704
花系列戲劇-FastTV飛速看,https://cmtv.netlib.re/channel/n70f6541f/index.m3u8?q=1763801745704
華視好劇-FastTV飛速看,https://cmtv.netlib.re/channel/49254dea/index.m3u8?q=1763801745704
公視好劇-FastTV飛速看,https://cmtv.netlib.re/channel/6346138d/index.m3u8?q=1763801745704
客家好劇-FastTV飛速看,https://cmtv.netlib.re/channel/n8db8cc9/index.m3u8?q=1763801745704
懷舊經典電影-FastTV飛速看,https://cmtv.netlib.re/channel/nc3bbdb9/index.m3u8?q=1763801745704
精選華語電影-FastTV飛速看,https://cmtv.netlib.re/channel/n54e48a28/index.m3u8?q=1763801745704
台灣靈異事件-FastTV飛速看,https://cmtv.netlib.re/channel/n3782a221/index.m3u8?q=1763801745704
新兵日記-FastTV飛速看,https://cmtv.netlib.re/channel/397c5811/index.m3u8?q=1763801745704
以家人之名-FastTV飛速看,https://cmtv.netlib.re/channel/4b6a62aa/index.m3u8?q=1763801745704
加油喜事-FastTV飛速看,https://cmtv.netlib.re/channel/n3100c0ff/index.m3u8?q=1763801745704
去有風的地方-FastTV飛速看,https://cmtv.netlib.re/channel/11de55cc/index.m3u8?q=1763801745704
多情城市-FastTV飛速看,https://cmtv.netlib.re/channel/3006c218/index.m3u8?q=1763801745704
黃金歲月-FastTV飛速看,https://cmtv.netlib.re/channel/n61b5283/index.m3u8?q=1763801745704
花千骨-FastTV飛速看,https://cmtv.netlib.re/channel/3ed4db95/index.m3u8?q=1763801745704
別打擾我種田-FastTV飛速看,https://cmtv.netlib.re/channel/4e12705c/index.m3u8?q=1763801745704
5566偶像劇-FastTV飛速看,https://cmtv.netlib.re/channel/n2147d8f3/index.m3u8?q=1763801745704
不敗愛情偶像劇-FastTV飛速看,https://cmtv.netlib.re/channel/n78a81c87/index.m3u8?q=1763801745704
國外電影精選-FastTV飛速看,https://cmtv.netlib.re/channel/68cdab74/index.m3u8?q=1763801745704
日韓電影大賞-FastTV飛速看,https://cmtv.netlib.re/channel/n1f3055cc/index.m3u8?q=1763801745704
大愛精選-FastTV飛速看,https://cmtv.netlib.re/channel/466eaa87/index.m3u8?q=1763801745704
飛龍在天-FastTV飛速看,https://cmtv.netlib.re/channel/58f2718c/index.m3u8?q=1763801745704
台灣傳奇-FastTV飛速看,https://cmtv.netlib.re/channel/n52287b60/index.m3u8?q=1763801745704
小資女孩向前衝-FastTV飛速看,https://cmtv.netlib.re/channel/20903f72/index.m3u8?q=1763801745704
世間路-FastTV飛速看,https://cmtv.netlib.re/channel/1aada9b1/index.m3u8?q=1763801745704
恐怖電影-FastTV飛速看,https://cmtv.netlib.re/channel/5f89e5d5/index.m3u8?q=1763801745704
古裝武俠劇-FastTV飛速看,https://cmtv.netlib.re/channel/n73c2506d/index.m3u8?q=1763801745704
以愛為營-FastTV飛速看,https://cmtv.netlib.re/channel/2537fcb4/index.m3u8?q=1763801745704
藍色水玲瓏-FastTV飛速看,https://cmtv.netlib.re/channel/n7f5060b5/index.m3u8?q=1763801745704
精彩陸劇-FastTV飛速看,https://cmtv.netlib.re/channel/n40fb890d/index.m3u8?q=1763801745704
包青天-FastTV飛速看,https://cmtv.netlib.re/channel/n5ae6f445/index.m3u8?q=1763801745704
007情報員-FastTV飛速看,https://cmtv.netlib.re/channel/6cb5e4b7/index.m3u8?q=1763801745704
葉青歌仔戲-FastTV飛速看,https://cmtv.netlib.re/channel/13139040/index.m3u8?q=1763801745704
大兵日記-FastTV飛速看,https://cmtv.netlib.re/channel/nba80206/index.m3u8?q=1763801745704
親戚不計較(特輯)-FastTV飛速看,https://cmtv.netlib.re/channel/n66e43e1e/index.m3u8?q=1763801745704
日劇一丁目-FastTV飛速看,https://cmtv.netlib.re/channel/7659d4ea/index.m3u8?q=1763801745704
武媚娘傳奇-FastTV飛速看,https://cmtv.netlib.re/channel/n13498349/index.m3u8?q=1763801745704
女力故事館-FastTV飛速看,https://cmtv.netlib.re/channel/1f34d719/index.m3u8?q=1763801745704
中國傳奇故事-FastTV飛速看,https://cmtv.netlib.re/channel/n36f93d2f/index.m3u8?q=1763801745704
天才衝衝衝-FastTV飛速看,https://cmtv.netlib.re/channel/n7ff1f28/index.m3u8?q=1763801745704
一字千金-FastTV飛速看,https://cmtv.netlib.re/channel/n53182702/index.m3u8?q=1763801745704
綜藝大集合-FastTV飛速看,https://cmtv.netlib.re/channel/2ca95027/index.m3u8?q=1763801745704
女人我最大-FastTV飛速看,https://cmtv.netlib.re/channel/705579d0/index.m3u8?q=1763801745704
食尚玩家-FastTV飛速看,https://cmtv.netlib.re/channel/n752f67bf/index.m3u8?q=1763801745704
11點熱吵店-FastTV飛速看,https://cmtv.netlib.re/channel/3084dc2e/index.m3u8?q=1763801745704
WTO姐妹會-FastTV飛速看,https://cmtv.netlib.re/channel/n19012c9f/index.m3u8?q=1763801745704
威廉沈歡樂送-FastTV飛速看,https://cmtv.netlib.re/channel/7435f239/index.m3u8?q=1763801745704
全家有智慧-FastTV飛速看,https://cmtv.netlib.re/channel/n18d5b8f9/index.m3u8?q=1763801745704
民視健康美麗生活-FastTV飛速看,https://cmtv.netlib.re/channel/716a6795/index.m3u8?q=1763801745704
姊妹亮起來-FastTV飛速看,https://cmtv.netlib.re/channel/n1271b0d3/index.m3u8?q=1763801745704
娛樂百分百-FastTV飛速看,https://cmtv.netlib.re/channel/3ad538ee/index.m3u8?q=1763801745704
超級冰冰Show-FastTV飛速看,https://cmtv.netlib.re/channel/5667c54b/index.m3u8?q=1763801745704
豬哥會社-FastTV飛速看,https://cmtv.netlib.re/channel/693ad60d/index.m3u8?q=1763801745704
全能歌手-FastTV飛速看,https://cmtv.netlib.re/channel/n5e81cc73/index.m3u8?q=1763801745704
鬥陣大廟埕-FastTV飛速看,https://cmtv.netlib.re/channel/237c8fe/index.m3u8?q=1763801745704
我的成長-FastTV飛速看,https://cmtv.netlib.re/channel/n2634cc8d/index.m3u8?q=1763801745704
健康2.0-FastTV飛速看,https://cmtv.netlib.re/channel/3f4816e1/index.m3u8?q=1763801745704
輕鬆看法律-FastTV飛速看,https://cmtv.netlib.re/channel/2ce7758f/index.m3u8?q=1763801745704
TVBS看板人物-FastTV飛速看,https://cmtv.netlib.re/channel/n598d8b1/index.m3u8?q=1763801745704
野蠻遊戲：We Play -FastTV飛速看,https://cmtv.netlib.re/channel/n5a8d6562/index.m3u8?q=1763801745704
最愛韓星-FastTV飛速看,https://cmtv.netlib.re/channel/13d96c00/index.m3u8?q=1763801745704
廚神明星秀-FastTV飛速看,https://cmtv.netlib.re/channel/64f4c2a/index.m3u8?q=1763801745704
浩克慢遊-FastTV飛速看,https://cmtv.netlib.re/channel/1c25a7e3/index.m3u8?q=1763801745704
環遊世界800天 -FastTV飛速看,https://cmtv.netlib.re/channel/263e1f1e/index.m3u8?q=1763801745704
綜藝新時代-FastTV飛速看,https://cmtv.netlib.re/channel/n4e10d8b1/index.m3u8?q=1763801745704
幸福保衛戰-FastTV飛速看,https://cmtv.netlib.re/channel/b065eba/index.m3u8?q=1763801745704
同學！搞什麼鬼-FastTV飛速看,https://cmtv.netlib.re/channel/fc76d96/index.m3u8?q=1763801745704
爸媽囧很大-FastTV飛速看,https://cmtv.netlib.re/channel/n6609300/index.m3u8?q=1763801745704
醫學大聯盟-FastTV飛速看,https://cmtv.netlib.re/channel/n60889ef7/index.m3u8?q=1763801745704
GoGoTaiwan-FastTV飛速看,https://cmtv.netlib.re/channel/n4636b90f/index.m3u8?q=1763801745704
2025雙北世壯運-FastTV飛速看,https://cmtv.netlib.re/channel/5cdbd032/index.m3u8?q=1763801745704
一起追韓星-FastTV飛速看,https://cmtv.netlib.re/channel/n5defafcf/index.m3u8?q=1763801745704
韓流美食料理秀-FastTV飛速看,https://cmtv.netlib.re/channel/5a739473/index.m3u8?q=1763801745704
綜藝大贏家-FastTV飛速看,https://cmtv.netlib.re/channel/n1dcf7794/index.m3u8?q=1763801745704
台灣No.1棒球精選-FastTV飛速看,https://cmtv.netlib.re/channel/64ad35fb/index.m3u8?q=1763801745704
HahaTai 哈哈台-FastTV飛速看,https://cmtv.netlib.re/channel/55a4b599/index.m3u8?q=1763801745704
金光布袋戲-FastTV飛速看,https://cmtv.netlib.re/channel/n3ec64aaf/index.m3u8?q=1763801745704
超人力霸王《TV版》FastTV飛速看,https://cmtv.netlib.re/channel/443146b6/index.m3u8?q=1763801745704
超人力霸王《劇場版》FastTV飛速看,https://cmtv.netlib.re/channel/n345e6a35/index.m3u8?q=1763801745704
哆啦A夢-FastTV飛速看,https://cmtv.netlib.re/channel/1405dda/index.m3u8?q=1763801745704
經典卡通-FastTV飛速看,https://cmtv.netlib.re/channel/4a8c7517/index.m3u8?q=1763801745704
免費精選動畫-FastTV飛速看,https://cmtv.netlib.re/channel/n1b5667c9/index.m3u8?q=1763801745704
經典迪士尼-FastTV飛速看,https://cmtv.netlib.re/channel/n59aaddab/index.m3u8?q=1763801745704
FOOD超人-FastTV飛速看,https://cmtv.netlib.re/channel/n325bbf94/index.m3u8?q=1763801745704
小兒子-FastTV飛速看,https://cmtv.netlib.re/channel/7676992c/index.m3u8?q=1763801745704
親子一起看-FastTV飛速看,https://cmtv.netlib.re/channel/2a69c6d/index.m3u8?q=1763801745704
怪獸之王-FastTV飛速看,https://cmtv.netlib.re/channel/n63312519/index.m3u8?q=1763801745704
東離劍遊紀-FastTV飛速看,https://cmtv.netlib.re/channel/n1a04904f/index.m3u8?q=1763801745704
SMT2-馬來西亞,#genre#
TV1,https://smart.946985.filegear-sg.me/smart.php?id=TV1
TV1 backup,https://smart.946985.filegear-sg.me/smart.php?id=TV1_backup
TV2,https://smart.946985.filegear-sg.me/smart.php?id=TV2
TV3,https://smart.946985.filegear-sg.me/smart.php?id=TV3
TV3 SD,https://smart.946985.filegear-sg.me/smart.php?id=TV3_mega
NTV7,https://smart.946985.filegear-sg.me/smart.php?id=NTV7
TV8,https://smart.946985.filegear-sg.me/smart.php?id=TV8
TV9,https://smart.946985.filegear-sg.me/smart.php?id=TV9
Ria,https://smart.946985.filegear-sg.me/smart.php?id=Ria-0
Ria-3,https://smart.946985.filegear-sg.me/smart.php?id=Ria_backup
Al-Hijrah,https://smart.946985.filegear-sg.me/smart.php?id=Alhijrah
Al-Hijrah backup,https://smart.946985.filegear-sg.me/smart.php?id=Alhijrah_backup
Awani,https://smart.946985.filegear-sg.me/smart.php?id=Awani
Bernama,https://smart.946985.filegear-sg.me/smart.php?id=Bernama
Prima,https://smart.946985.filegear-sg.me/smart.php?id=Prima-0
Prima backup,https://smart.946985.filegear-sg.me/smart.php?id=AAprima1
Prima backup 2,https://smart.946985.filegear-sg.me/smart.php?id=AAprima
Ceria,https://smart.946985.filegear-sg.me/smart.php?id=Ceria
Astro MTV,https://smart.946985.filegear-sg.me/smart.php?id=AstroMTV
Mecca Live HD,https://smart.946985.filegear-sg.me/smart.php?id=quran_mido
Madinah HD,https://smart.946985.filegear-sg.me/smart.php?id=sunnah_mido
Oasis,https://smart.946985.filegear-sg.me/smart.php?id=Oasis
HBO HD,https://smart.946985.filegear-sg.me/smart.php?id=Hbo
HBO Signature,https://smart.946985.filegear-sg.me/smart.php?id=Hbosignature
HBO Hits,https://smart.946985.filegear-sg.me/smart.php?id=Hbohitshd
NatGeo Wild HD,https://smart.946985.filegear-sg.me/smart.php?id=Natgeowild
Cartoon Network,https://smart.946985.filegear-sg.me/smart.php?id=Cn
Nickelodeon,https://smart.946985.filegear-sg.me/smart.php?id=Nickelodeon
Nick Jr,https://smart.946985.filegear-sg.me/smart.php?id=Nickjr
Dreamworks,https://smart.946985.filegear-sg.me/smart.php?id=Dreamworks
Siar,https://smart.946985.filegear-sg.me/smart.php?id=Siar
Citra,https://smart.946985.filegear-sg.me/smart.php?id=AAcitra
Citra backup,https://smart.946985.filegear-sg.me/smart.php?id=AAcitra1
Sensasi,https://smart.946985.filegear-sg.me/smart.php?id=Sensasi
Aura,https://smart.946985.filegear-sg.me/smart.php?id=Aura
Rania,https://smart.946985.filegear-sg.me/smart.php?id=Rania
KBS World,https://smart.946985.filegear-sg.me/smart.php?id=KBS
Boo,https://smart.946985.filegear-sg.me/smart.php?id=Boo
Awesome TV,https://smart.946985.filegear-sg.me/smart.php?id=Dsangat
Astro Sonypix,https://smart.946985.filegear-sg.me/smart.php?id=Asonypix
Sony HD,https://smart.946985.filegear-sg.me/smart.php?id=SetOne
TvN,https://smart.946985.filegear-sg.me/smart.php?id=TVN
AEC,https://smart.946985.filegear-sg.me/smart.php?id=AEC
華麗台 HD （Wah Lai Toi）,https://smart.946985.filegear-sg.me/smart.php?id=Wlt
歡喜台 HD （Hua Hee Tai）,https://smart.946985.filegear-sg.me/smart.php?id=Huahee
Astro QJ,https://smart.946985.filegear-sg.me/smart.php?id=Quanjia
TVB Jade,https://smart.946985.filegear-sg.me/smart.php?id=Tvbjade
TVB Asia,https://smart.946985.filegear-sg.me/smart.php?id=Tvbasia
TVB Entertainment,https://smart.946985.filegear-sg.me/smart.php?id=Tvbentertainment
TVB Classic,https://smart.946985.filegear-sg.me/smart.php?id=Tvbclassic
AOD,https://smart.946985.filegear-sg.me/smart.php?id=Aodhd
One,https://smart.946985.filegear-sg.me/smart.php?id=One
TVB 星河台 Xing He,https://smart.946985.filegear-sg.me/smart.php?id=Xinhe
愛奇藝 iQiyi,https://smart.946985.filegear-sg.me/smart.php?id=Qiyi
Animal Planet (Eng),https://smart.946985.filegear-sg.me/smart.php?id=AnimalPlanet
tvN Movie,https://smart.946985.filegear-sg.me/smart.php?id=Tvnmovie
CNN backup,https://smart.946985.filegear-sg.me/smart.php?id=cnn_twn
Celestial Classic,https://smart.946985.filegear-sg.me/smart.php?id=Celestial2
CNBC,https://smart.946985.filegear-sg.me/smart.php?id=cnbc_twn
TLC,https://smart.946985.filegear-sg.me/smart.php?id=Tlc
CNA,https://smart.946985.filegear-sg.me/smart.php?id=cna
BBC World News,https://smart.946985.filegear-sg.me/smart.php?id=bbcnews_twn
Foodnetwork Hd,https://smart.946985.filegear-sg.me/smart.php?id=Foodnetwork
HGTV,https://smart.946985.filegear-sg.me/smart.php?id=HGTV
Goshop,https://smart.946985.filegear-sg.me/smart.php?id=Goshop
Celestial Movies HD,https://smart.946985.filegear-sg.me/smart.php?id=Celestial
Axn HD,https://smart.946985.filegear-sg.me/smart.php?id=Axn
Paramount Network,https://smart.946985.filegear-sg.me/smart.php?id=Paramountnetwork
Astrol Kplus,https://smart.946985.filegear-sg.me/smart.php?id=Kplus
AFC 亞洲旅遊台,https://smart.946985.filegear-sg.me/smart.php?id=asiatravel_twn
Rock Actions,https://smart.946985.filegear-sg.me/smart.php?id=Rockaction
Bloomberg News,https://smart.946985.filegear-sg.me/smart.php?id=bloomberg_twn
Al-Jazeera,https://smart.946985.filegear-sg.me/smart.php?id=aljazeera_twn
Rock Entertainment,https://smart.946985.filegear-sg.me/smart.php?id=Rockentertain
RTM Sports HD,https://smart.946985.filegear-sg.me/smart.php?id=Rtmsport
Arena,https://smart.946985.filegear-sg.me/smart.php?id=Arena
Arena 2,https://smart.946985.filegear-sg.me/smart.php?id=Arena2
BolaArena 1,https://smart.946985.filegear-sg.me/smart.php?id=Bolaarena1
BolaArena 2,https://smart.946985.filegear-sg.me/smart.php?id=Bolaarena2
Astro LOL,https://smart.946985.filegear-sg.me/smart.php?id=Astro_lol
Astro Rusi,https://smart.946985.filegear-sg.me/smart.php?id=Rusi
WION,https://smart.946985.filegear-sg.me/smart.php?id=Wion
RTM Asean,https://smart.946985.filegear-sg.me/smart.php?id=Rtmasean
SMT2-新加坡,#genre#
MeWatch Ch 8,https://smart.946985.filegear-sg.me/smart.php?id=Mewatch_ch8
MeWatch Ch 5,https://smart.946985.filegear-sg.me/smart.php?id=Mewatch_ch5
MeWatch Ch U,https://smart.946985.filegear-sg.me/smart.php?id=Mewatch_chU
MeWatch Suria,https://smart.946985.filegear-sg.me/smart.php?id=Mewatch_Suria
MeWatch Vasantham,https://smart.946985.filegear-sg.me/smart.php?id=Mewatch_Vasantham
MeWatch CNA,https://smart.946985.filegear-sg.me/smart.php?id=Mewatch_cna
Channel 5,https://smart.946985.filegear-sg.me/smart.php?id=Channel5HD
Channel 8,https://smart.946985.filegear-sg.me/smart.php?id=Channel8HD
Suria,https://smart.946985.filegear-sg.me/smart.php?id=Suria
Channel U,https://smart.946985.filegear-sg.me/smart.php?id=ChannelU
Vasantham,https://smart.946985.filegear-sg.me/smart.php?id=Vasantham
CNA,https://smart.946985.filegear-sg.me/smart.php?id=cna
CNA backup,https://smart.946985.filegear-sg.me/smart.php?id=cna_twn
SMT2-香港,#genre#
翡翠台,https://smart.946985.filegear-sg.me/smart.php?id=jade_twn
翡翠台,https://smart.946985.filegear-sg.me/smart.php?id=Jade_xue
明珠台,https://smart.946985.filegear-sg.me/smart.php?id=pearl_twn
無線新聞,https://smart.946985.filegear-sg.me/smart.php?id=inews_twn
TVBPLUS,https://smart.946985.filegear-sg.me/smart.php?id=j2_twn
ViuTV,https://smart.946985.filegear-sg.me/smart.php?id=viu1_twn
ViuTV 6,https://smart.946985.filegear-sg.me/smart.php?id=viusix_twn
RTHK 31,https://smart.946985.filegear-sg.me/smart.php?id=rhk31_twn
RTHK 32,https://smart.946985.filegear-sg.me/smart.php?id=rhk32_twn
HOY TV,https://smart.946985.filegear-sg.me/smart.php?id=hoycaijing_twn
鳳凰中文,https://smart.946985.filegear-sg.me/smart.php?id=phoenixtv_hd
鳳凰資訊,https://smart.946985.filegear-sg.me/smart.php?id=phoenixinfo_hd
鳳凰香港,https://smart.946985.filegear-sg.me/smart.php?id=hkphoenix_twn
SMT2-央視,#genre#
CCTV-1 綜合,https://smart.946985.filegear-sg.me/smart.php?id=cctv1
CCTV-2 財經,https://smart.946985.filegear-sg.me/smart.php?id=cctv2
CCTV-3 綜藝,https://smart.946985.filegear-sg.me/smart.php?id=cctv3
CCTV-4 中文國際,https://smart.946985.filegear-sg.me/smart.php?id=Cctv4
CCTV-4 中文國際,https://smart.946985.filegear-sg.me/smart.php?id=cctv4
CCTV-5 體育,https://smart.946985.filegear-sg.me/smart.php?id=cctv5
CCTV-6 電影,https://smart.946985.filegear-sg.me/smart.php?id=cctv6
CCTV-7 國防軍事,https://smart.946985.filegear-sg.me/smart.php?id=cctv7
CCTV-8 電視劇,https://smart.946985.filegear-sg.me/smart.php?id=cctv8hd
CCTV-9 記錄,https://smart.946985.filegear-sg.me/smart.php?id=cctv9hd
CCTV-10 科教,https://smart.946985.filegear-sg.me/smart.php?id=cctv10hd
CCTV-11 戲曲,https://smart.946985.filegear-sg.me/smart.php?id=cctv11
CCTV-12 社會與法,https://smart.946985.filegear-sg.me/smart.php?id=cctv12
CCTV-13 新聞,https://smart.946985.filegear-sg.me/smart.php?id=cctv13
CCTV-14 少兒,https://smart.946985.filegear-sg.me/smart.php?id=cctv14
CCTV-15 音樂,https://smart.946985.filegear-sg.me/smart.php?id=cctv15
CCTV-16 奧林匹克,https://smart.946985.filegear-sg.me/smart.php?id=cctv16
CCTV-17 農業農村,https://smart.946985.filegear-sg.me/smart.php?id=cctv17
CCTV-5+ 體育賽事,https://smart.946985.filegear-sg.me/smart.php?id=cctv5plus
湖南衛視,https://smart.946985.filegear-sg.me/smart.php?id=hunan_twn
浙江衛視,https://smart.946985.filegear-sg.me/smart.php?id=zhejiang_twn
江蘇衛視,https://smart.946985.filegear-sg.me/smart.php?id=jiangsu_twn
東方衛視,https://smart.946985.filegear-sg.me/smart.php?id=dongfangweishi_twn
北京衛視,https://smart.946985.filegear-sg.me/smart.php?id=beijing
深圳衛視,https://smart.946985.filegear-sg.me/smart.php?id=shenzhen
廣東衛視,https://smart.946985.filegear-sg.me/smart.php?id=guangdongweishi_twn
大灣區衛視,https://smart.946985.filegear-sg.me/smart.php?id=nanfang_twn
珠江台,https://smart.946985.filegear-sg.me/smart.php?id=zhujiang
東南衛視,https://smart.946985.filegear-sg.me/smart.php?id=fujian
廣西衛視,https://smart.946985.filegear-sg.me/smart.php?id=guangxi
湖北衛視,https://smart.946985.filegear-sg.me/smart.php?id=hubei
四川衛視,https://smart.946985.filegear-sg.me/smart.php?id=sichuan_twn
CGTN,https://smart.946985.filegear-sg.me/smart.php?id=CGTN
SMT2-台灣,#genre#
台視 HD,https://smart.946985.filegear-sg.me/smart.php?id=ttv_taiwan
台視新聞,https://smart.946985.filegear-sg.me/smart.php?id=ttvnews_twn
台視綜合,https://smart.946985.filegear-sg.me/smart.php?id=ttvzhonghe
中視 HD,https://smart.946985.filegear-sg.me/smart.php?id=zhongshihd_twn
中視新聞,https://smart.946985.filegear-sg.me/smart.php?id=zhongshinews_twn
中視經典,https://smart.946985.filegear-sg.me/smart.php?id=zhongshi_twn
華視 HD,https://smart.946985.filegear-sg.me/smart.php?id=ctshd_twn
公視 HD,https://smart.946985.filegear-sg.me/smart.php?id=ctv_taiwan
公視台語台,https://smart.946985.filegear-sg.me/smart.php?id=ctv2_twn
三立台灣台,https://smart.946985.filegear-sg.me/smart.php?id=sanlitaiwan
三立都會台,https://smart.946985.filegear-sg.me/smart.php?id=sanlidouhui
三立綜合台,https://smart.946985.filegear-sg.me/smart.php?id=sanlizhonghe
三立戲劇台,https://smart.946985.filegear-sg.me/smart.php?id=sanlixiju_twn
東森新聞台,https://smart.946985.filegear-sg.me/smart.php?id=ettvnews
