💞曹家精选,#genre#
天映电影,https://epg.pw/stream/03e8a935c1646f10ea36804315a7928c1da42b2b3b101f5d80b3e33039cabf02.m3u8
天映经典台,https://epg.pw/stream/45b1c16c5995f554090bc43d30ae24f766bbea0a95efa44a534b87f94302066d.m3u8
AXN台湾,https://epg.pw/stream/dccad441248377e7eca62b0a44a5a469886c922efc1f2d6d8caf19f7aa246fbb.m3u8
HBO台湾,https://epg.pw/stream/6cad49ad7514cb24cbd3bf18f0f9c2c0f96b7309630ac4d70d812b39b408e1ae.m3u8
东森电影台,http://162.19.247.76:22222/live/dsdyt/index.m3u8
卫视中文台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941624&extension=ts&play_token=xmfFOBilCP
卫视电影台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941625&extension=ts&play_token=UX6nxpu1TT
中天综合,http://pull-l3-cny.douyincdn.com/third/stream-5f26752efeee9e0c53cf6b530640ce60.m3u8
ViuTV6,https://pull-l3-cny.douyincdn.com/live/stream-19882782023041310451.m3u8
莲花卫视,https://pull-l3-cny.douyincdn.com/third/stream-f3caad21816e3bfe2210a692387ab040.m3u8

大同市电影,#genre#
三国之见龙卸甲,https://vip.ffzy-play.com/20221017/1541_794f5a67/index.m3u8
狄仁杰之通天帝国,https://vip.lzcdn2.com/20220528/7778_ceaa7871/index.m3u8
少林寺,https://vip.lz-cdn7.com/20230124/13738_72bb3070/index.m3u8
笑傲江湖,https://cdn.zoubuting.com/20210715/wh3ceFJF/index.m3u8
笑傲江湖2东方不败,https://s9.fsvod1.com/20230727/71hYhh6j/index.m3u8
东方不败之风云再起,https://s9.fsvod1.com/20230727/23wpGASu/index.m3u8
方世玉93版,https://v4.cdtlas.com/20220605/VWyIXKIf/index.m3u8
方世玉2,https://m3u8.kuaifan.tv/videos/20230712/64ad6942b87ca857fa48dcfd/a24d65/index.m3u8
蛮荒的童话,https://vod1.bdzybf7.com/20220501/4BMHxV8o/index.m3u8
少林小子,https://v4.cdtlas.com/20220605/B8jmNNWI/index.m3u8
少林小子,https://vip.lz-cdn1.com/20220506/4552_78c2a547/index.m3u8
少林小子,https://vip.lz-cdn7.com/20230207/13996_59d1204d/index.m3u8
中南海保镖,https://vip.lz-cdn.com/20220812/28152_32fb9c87/1000k/hls/mixed.m3u8
新少林五祖,https://vip.lz-cdn8.com/20220816/21839_2dbb0f58/index.m3u8
